fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_label
-0.5493274779324111,1.0094641326676124,-1.392862385090275,-0.5783816884580888,-0.2566932559098641,-0.44621441494645403,-0.34199387829928113,0.65085960538374,1.3943152049352066,-0.6316240093467582,-0.984428604257333,0
-0.306877840330396,2.05033837959318,-1.392862385090275,0.2673954796412209,0.7128155108340861,1.0526305195347991,0.7577390121468618,0.0683118364405708,-0.8068460242615191,0.2927765980917311,-0.5990906420343143,0
-0.306877840330396,1.3564222149761351,-1.183521187804228,-0.09508044954419775,0.4484040289948268,-0.017973005094667392,0.3245109037892903,0.18482139022919172,-0.3808148186105421,0.06167644623210856,-0.5990906420343143,0
1.753944079286735,-1.4192424434920439,1.5379143769143846,-0.5783816884580888,-0.30076183621640734,0.1961476998312259,0.5244623384158618,0.7673691591723609,-1.0908668280288392,-0.47755724144034406,-0.5990906420343143,0
-0.5493274779324111,0.7781587444619312,-1.392862385090275,-0.6992069981865614,-0.30076183621640734,-0.2320937100205607,-0.14204244367270968,0.65085960538374,1.3943152049352066,-0.6316240093467582,-0.984428604257333,0
-0.2462654309298918,0.4312006621534085,-1.0788505891612044,-0.9408576176435068,-0.5651733180556661,-0.017973005094667392,0.49113709931143323,-0.1647072711367357,-0.09679401484322209,-1.4019578488788331,-0.984428604257333,0
-0.6099398873329153,0.7203323974105108,-1.392862385090275,-1.4241588565573982,-0.7414476392818389,-0.017973005094667392,-0.7752219866568526,-1.2132932552343887,0.5422527936332496,-1.324924464925626,-0.40642166092280585,1
-0.306877840330396,0.3155479680505676,-1.2881917864472516,-0.45755637872961585,-0.38889899682949375,-0.6603351198723473,-0.8751977039701383,0.0683118364405708,0.329237190807758,-0.5545906253935516,-0.8880941137015788,1
-0.48871506853190744,-0.14706280836079533,0.49120839048414877,4.496281320137768,-0.4770361574425802,0.1961476998312259,1.924122380801862,0.65085960538374,0.25823198986592955,1.2171772055302206,0.07525079185596703,0
-0.9736143437359382,0.3155479680505676,-0.9741799905181807,-0.6992069981865614,0.6687469305275386,-0.017973005094667392,0.6910885339380046,-0.455981155608288,-0.2388044167268821,-0.7856907772531733,-1.1770975853688432,0
